,Specialty,Specialty Code HBP 2.0,Package Code HBP 1.0,Package Code HBP 2.0,AB PM - JAY  Package Name,Procedure Code HBP 2.0,AB PM - JAY  Procedure Name,Procedure Price
174,Neo - natal Care,MN,M300002,MN002,"Special Neonatal Care Package: Babies that  required admission to SNCU or NICU: Babies admitted for short term care for conditions  like:  • Mild Respiratory Distress/tachypnea • Mild encephalopathy  • Severe jaundice requiring intensive phototherapy • Haemorrhagic disease of newborn • Unwell baby requiring monitoring • Some dehydration • Hypoglycaemia                            Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in",MN002A the package rate,"Special Neonatal Care Package: Babies that  required admission to SNCU or NICU: Babies admitted for short term care for conditions  like:  • Mild Respiratory Distress/tachypnea • Mild encephalopathy  • Severe jaundice requiring intensive phototherapy • Haemorrhagic disease of newborn • Unwell baby requiring monitoring • Some dehydration • Hypoglycaemia                            Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in","3,000"
175,Neo - natal Care,MN,M300003,MN003,"Intensive Neonatal Care Package                             or  Babies of any birthweight and at least one of the  • Need for mechanical ventilation for less than 24  hours or non-invasive respiratory support (CPAP,  • Hyperbilirubinemia requiring exchange  transfusion • Seizures • Major congenital malformations (pre-surgical  • Cholestasis significant enough requiring work up  and in-hospital management  • Congestive heart failure or shock       Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in","Babies with birthweight 1500-1799 g                                                                                                                                                                        following conditions:                                                                                                HFFNC)                                                                                                                                                                                                                   • Sepsis / pneumonia without complications                                                                                                                    MN003A stabilization, not requiring ventilation)                                                                                                                                                                                                                               the package rate","Intensive Neonatal Care Package                             or  Babies of any birthweight and at least one of the  • Need for mechanical ventilation for less than 24  hours or non-invasive respiratory support (CPAP,  • Hyperbilirubinemia requiring exchange  transfusion • Seizures • Major congenital malformations (pre-surgical  • Cholestasis significant enough requiring work up  and in-hospital management  • Congestive heart failure or shock       Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in","Babies with birthweight 1500-1799 g                                                                                                                                                                        following conditions:                                                                                                HFFNC)                                                                                                                                                                                                                   • Sepsis / pneumonia without complications                                                                                                                                              5,000  the package rate"
176,Neo - natal Care,MN,M300004,MN004,"Advanced Neonatal Care Package:                                   or  Babies of any birthweight with at least one of the  following conditions:  • Any condition requiring invasive ventilation  • Hypoxic Ischemic encephalopathy requiring  • Cardiac rhythm disorders needing intervention  (the cost of cardiac surgery or implant will be  • Sepsis with complications such as meningitis or  bone and joint infection, DIC or shock • Inborn errors of metabolism    Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in",Babies with birthweight of 1200-1499 g                                                                                                                                                     longer than 24 hours                                                                                                                                                                                                                                                                                                                                                                                                                                       Therapeutic Hypothermia                                                                                                                                               MN004A covered under cardiac surgery packages)                                                                                                                                                                         • Renal failure requiring dialysis                                                                                                                                                                                                                           the package rate,"Advanced Neonatal Care Package:                                   or  Babies of any birthweight with at least one of the  following conditions:  • Any condition requiring invasive ventilation  • Hypoxic Ischemic encephalopathy requiring  • Cardiac rhythm disorders needing intervention  (the cost of cardiac surgery or implant will be  • Sepsis with complications such as meningitis or  bone and joint infection, DIC or shock • Inborn errors of metabolism    Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in","Babies with birthweight of 1200-1499 g                                                                                                                                                     Therapeutic Hypothermia                                                                                                                                                                         6,000  covered under cardiac surgery packages)                                                                                                                                                                         the package rate"
177,Neo - natal Care,MN,M300005,MN005,"Critical Care Neonatal Package:                            or  Babies of any birthweight with at least one of the  • Severe Respiratory Failure requiring High  Frequency Ventilation or inhaled Nitric Oxide  (iNO) • Multisystem failure requiring multiple organ  support including mechanical ventilation and  multiple inotropes • Critical congenital heart disease      Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in",Babies with birthweight of <1200 g                                                                                                                                                    following conditions:                                                                                                 MN005A the package rate,"Critical Care Neonatal Package:                            or  Babies of any birthweight with at least one of the  • Severe Respiratory Failure requiring High  Frequency Ventilation or inhaled Nitric Oxide  (iNO) • Multisystem failure requiring multiple organ  support including mechanical ventilation and  multiple inotropes • Critical congenital heart disease      Mother's stay and food in the hospital for  breastfeeding, family centred care and (Kangaroo  Mother Care) KMC is mandatory and included in","Babies with birthweight of <1200 g                                                                                                                                                    following conditions:                                                                                                                           7,000  the package rate"
178,Neo - natal Care,MN,M300006,MN006,"Chronic Care Package: If the baby requires stay  beyond the upper limit of usual stay in Package no  MN004A or MN005A for conditions like severe  BPD requiring respiratory support, severe NEC  requiring prolonged TPN support",MN006A,"Chronic Care Package: If the baby requires stay  beyond the upper limit of usual stay in Package no  MN004A or MN005A for conditions like severe  BPD requiring respiratory support, severe NEC  requiring prolonged TPN support","3,000"
179,Neo - natal Care,MN,M300007,MN007,High Risk Newborn Post Discharge Care Package  (Protocol Driven),MN007A,High Risk Newborn Post Discharge Care Package  (Protocol Driven),"2,400"
180,Neo - natal Care,MN,M300008,MN008,Laser Therapy for Retinopathy of Prematurity  (Irrespective of no. of eyes affected) - per session,MN008A,Laser Therapy for Retinopathy of Prematurity  (Irrespective of no. of eyes affected) - per session,"1,500"
181,Neo - natal Care,MN,M300009,MN009,Advanced Surgery for Retinopathy of Prematurity,MN009A,Advanced Surgery for Retinopathy of Prematurity,"15,000"
182,Neo - natal Care,MN,M300010,MN010,Ventriculoperitoneal Shunt Surgery (VP) or Omaya  Reservoir or External Drainage for Hydrocephalus,MN010A,Ventriculoperitoneal Shunt Surgery (VP) or Omaya  Reservoir or External Drainage for Hydrocephalus,"5,000"
183,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001A,Cyclophosphamide + Epirubcin,"7,200"
184,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001B,Weekly Paclitaxel for Adjuvant Therapy,"5,800"
185,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001C,Weekly Paclitaxel in metastatic setting,"5,800"
186,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001D,Cyclophosphamide + Methotrexate + 5 - FU,"3,200"
187,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001E,Docetaxel + Cyclophosphamide,"19,800"
188,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001F,Trastuzumab,"21,200"
189,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001G,Tamoxifen,"1,200"
190,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001H,Letrozole,"3,900"
191,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001I,Carboplatin + Paclitaxel,"14,900"
192,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001J,Capecitabine,"7,400"
193,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001K,Carboplatin + Gemcitabine,"13,900"
194,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001L,Cyclophosphamide + Adriamycin,"4,500"
195,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001M,Fulvestrant,"11,000"
196,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001N,Paclitaxel,"11,800"
197,Medical Oncology,MO,New Package,MO001,CT for CA Breast,MO001O,Exemestane,"10,400"
198,Medical Oncology,MO,New Package,MO002,CT for Metastatic bone malignancy and multiple  myeloma,MO002A,Zoledronic Acid,"4,500"
199,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003A,Cisplatin + Irinotecan,"10,200"
200,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003B,Lipodox + Carboplatin,"17,200"
201,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003C,Etoposide,"3,400"
202,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003D,Irinotecan,"8,400"
203,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003E,Lipodox,"14,800"
204,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003F,Carboplatin + Gemcitabine,"13,900"
205,Medical Oncology,MO,New Package,MO003,CT for CA Ovary,MO003G,Carboplatin + Paclitaxel,"14,700"
206,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004A,Carboplatin (AUC 7),"5,800"
207,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004B,Bleomycin + Etoposide + Cisplatin,"11,600"
208,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004C,Etoposide + Cisplatin,"10,000"
209,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004D,Gemcitabine + Oxaliplatin,"17,500"
210,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004E,Gemcitabine + Paclitaxel,"17,500"
211,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004F,Paclitaxel + Ifosfamide + Cisplatin,"24,400"
212,Medical Oncology,MO,New Package,MO004,CT for Germ Cell Tumor,MO004G,Vinblastin + Ifosfamide + Cisplatin,"12,600"
213,Medical Oncology,MO,New Package,MO005,CT for Gestational Trophoblastic Neoplasia,MO005A,EMA - CO,"11,400"
214,Medical Oncology,MO,New Package,MO005,CT for Gestational Trophoblastic Neoplasia,MO005B,EMA - EP,"12,200"
215,Medical Oncology,MO,New Package,MO005,CT for Gestational Trophoblastic Neoplasia,MO005C,Methotrexate,"1,100"
216,Medical Oncology,MO,New Package,MO006,CT for Cervical Cancer,MO006A,Carboplatin + Paclitaxel,"14,900"
217,Medical Oncology,MO,New Package,MO006,CT for Cervical Cancer,MO006B,Cisplatin,"2,200"
218,Medical Oncology,MO,New Package,MO007,CT for Endometrial Cancer,MO007A,Carboplatin + Paclitaxel,"14,900"
219,Medical Oncology,MO,New Package,MO007,CT for Endometrial Cancer,MO007B,Cisplatin + Doxorubicin,"4,200"
220,Medical Oncology,MO,New Package,MO008,CT for Vulvar Cancer,MO008A,Cisplatin + 5 FU,"7,600"
221,Medical Oncology,MO,New Package,MO008,CT for Vulvar Cancer,MO008B,Cisplatin,"2,200"
222,Medical Oncology,MO,New Package,MO009,CT for Ewing Sarcoma,MO009A,VTC + ITMZ for Relapsed Ewing Sarcoma,"22,400"
223,Medical Oncology,MO,New Package,MO009,CT for Ewing Sarcoma,MO009B,EFT 2001,"9,700"
224,Medical Oncology,MO,New Package,MO009,CT for Ewing Sarcoma,MO009C,VAC + IE,"12,500"
225,Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010A,Methotrexate + Doxorubicin + Cisplatin,"21,800"
226,Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010B,Methotrexate + Doxorubicin + Cisplatin for  Relapsed Osteogenic Sarcoma,"27,000"
227,Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010C,OGS - 12,"29,600"
228,Medical Oncology,MO,New Package,MO010,CT for Osteogenic Sarcoma,MO010D,OGS - 12,"36,200"
229,Medical Oncology,MO,New Package,MO011,CT for Soft Tissue Sarcoma,MO011A,Gemcitabine + Docetaxel,"30,900"
230,Medical Oncology,MO,New Package,MO011,CT for Soft Tissue Sarcoma,MO011B,Ifosfamide+  Adriamycin,"13,700"
231,Medical Oncology,MO,New Package,MO012,CT for Metastatic Melanoma,MO012A,Dacarbazine + Cisplatin,"7,100"
232,Medical Oncology,MO,New Package,MO012,CT for Metastatic Melanoma,MO012B,Temozolamide,"23,100"
233,Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013A,5 FU + Mitomycin C,"10,500"
234,Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013B,Capecitabine + Mitomycin C,"13,800"
235,Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013C,Cisplatin + 5 FU,"7,600"
236,Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013D,Carboplatin + Paclitaxel,"14,900"
237,Medical Oncology,MO,New Package,MO013,CT for Anal Cancer,MO013E,Cisplatin + Paclitaxel,"13,300"
238,Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014A,5 FU + Leucovorin,"4,700"
239,Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014B,Capecitabine + Irinotecan,"12,500"
240,Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014C,Folfox,"11,100"
241,Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014D,Folfiri,"8,700"
242,Medical Oncology,MO,New Package,MO014,CT for Colorectal Cancer,MO014E,Capecitabine + Oxaliplatin,"16,500"
