,Specialty Code HBP 2.0,Specialty,Package Code HBP 2.1,AB PM - JAY  Package Name,Procedure Code HBP 2.1,AB PM - JAY  Procedure Name,Procedure Price,Stratification,Implant,Total Package Price
107,MG,"General Medicine, Pediatric  Medical Management",MG031,Endocarditis,MG031B,Fungal Endocarditis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
108,MG,"General Medicine, Pediatric  Medical Management",MG032,Vasculitis,MG032A,Vasculitis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
109,MG,"General Medicine, Pediatric  Medical Management",MG033,Pancreatitis,MG033A,Acute pancreatitis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
110,MG,"General Medicine, Pediatric  Medical Management",MG033,Pancreatitis,MG033B,Chronic pancreatitis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
111,MG,"General Medicine, Pediatric  Medical Management",MG034,Ascites,MG034A,Ascites,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
112,MG,"General Medicine, Pediatric  Medical Management",MG035,Acute transverse myelitis,MG035A,Acute transverse myelitis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
113,MG,"General Medicine, Pediatric  Medical Management",MG036,Atrial Fibrillation,MG036A,Atrial Fibrillation,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
114,MG,General Medicine,MG037,Cardiac Tamponade,MG037A,Cardiac Tamponade,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
115,MG,"General Medicine, Pediatric  Medical Management",MG038,Congestive heart failure,MG038A,Congestive heart failure,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
116,MG,"General Medicine, Pediatric  Medical Management",MG039,Asthma,MG039A,Acute asthmatic attack,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
117,MG,"General Medicine, Pediatric  Medical Management",MG039,Asthma,MG039B,Status asthmaticus,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
118,MG,"General Medicine, Pediatric  Medical Management",MG040,Respiratory failure,MG040A,Type 1 respiratory failure,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
119,MG,"General Medicine, Pediatric  Medical Management",MG040,Respiratory failure,MG040B,Type 2 respiratory failure,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
120,MG,"General Medicine, Pediatric  Medical Management",MG040,Respiratory failure,MG040C,"Due to any cause (pneumonia,  asthma, COPD, ARDS, foreign  body, poisoning, head injury  etc.)","1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
121,MG,"General Medicine, Pediatric  Medical Management",MG041,Upper GI bleeding,MG041A,Upper GI bleeding  (conservative),"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
122,MG,"General Medicine, Pediatric  Medical Management",MG041,Upper GI bleeding,MG041B,Upper GI bleeding  (endoscopic),"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
123,MG,"General Medicine, Pediatric  Medical Management",MG042,Lower GI hemorrhage,MG042A,Lower GI hemorrhage,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
124,MG,"General Medicine, Pediatric  Medical Management",MG043,Addison’s disease,MG043A,Addison’s disease,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
125,MG,General Medicine,MG044,Renal colic,MG044A,Renal colic,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
126,MG,"General Medicine, Pediatric  Medical Management",MG045,AKI / Renal failure,MG045A,AKI / Renal failure,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
127,MG,"General Medicine, Pediatric  Medical Management",MG046,Seizures,MG046A,Seizures,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
128,MG,"General Medicine, Pediatric  Medical Management",MG047,Status epilepticus,MG047A,Status epilepticus,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
129,MG,General Medicine,MG048,Cerebrovascular accident,MG048A,Cerebrovascular accident,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
130,MG,General Medicine,MG049,Cerebral sino-venous  thrombosis / Stroke,MG049A,Cerebral sino-venous  thrombosis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
131,MG,General Medicine,MG049,Cerebral sino-venous  thrombosis / Stroke,MG049B,Acute stroke,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
132,MG,General Medicine,MG049,Cerebral sino-venous  thrombosis / Stroke,MG049C,Acute ischemic stroke,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
133,MG,General Medicine,MG049,Cerebral sino-venous  thrombosis / Stroke,MG049D,Acute heamorrhagic stroke,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
134,MG,"General Medicine, Pediatric  Medical Management",MG050,Immune mediated CNS  disorders,MG050A,Immune mediated CNS  disorders,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
135,MG,"General Medicine, Pediatric  Medical Management",MG051,Hydrocephalus,MG051A,Hydrocephalus,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
136,MG,"General Medicine, Pediatric  Medical Management",MG052,Myxedema coma,MG052A,Myxedema coma,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
137,MG,"General Medicine, Pediatric  Medical Management",MG053,Thyrotoxic crisis,MG053A,Thyrotoxic crisis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
138,MG,General Medicine,MG054,Gout,MG054A,Gout,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
139,MG,"General Medicine, Pediatric  Medical Management",MG055,Pneumothroax,MG055A,Pneumothroax,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
140,MG,"General Medicine, Pediatric  Medical Management",MG056,Neuromuscular disorders,MG056A,Neuromuscular disorders,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
141,MG,"General Medicine, Pediatric  Medical Management",MG057,Hypoglycemia,MG057A,Hypoglycemia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
142,MG,General Medicine,MG058,Diabetic Foot,MG058A,Diabetic Foot,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
143,MG,"General Medicine, Pediatric  Medical Management",MG059,Diabetic ketoacidosis,MG059A,Diabetic ketoacidosis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
144,MG,"General Medicine, Pediatric  Medical Management",MG060,Electrolyte Imbalance,MG060A,Hypercalcemia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
145,MG,"General Medicine, Pediatric  Medical Management",MG060,Electrolyte Imbalance,MG060B,Hypocalcemia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
146,MG,"General Medicine, Pediatric  Medical Management",MG060,Electrolyte Imbalance,MG060C,Hyponatremia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
147,MG,"General Medicine, Pediatric  Medical Management",MG060,Electrolyte Imbalance,MG060D,Hypernatremia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
148,MG,General Medicine,MG060,Electrolyte Imbalance,MG060E,Hyperkalaemia,-,TBF,TBF,TBF
149,MG,General Medicine,MG060,Electrolyte Imbalance,MG060F,Hypokalaemia,-,TBF,TBF,TBF
150,MG,"General Medicine, Pediatric  Medical Management",MG061,Hyperosmolar Non-Ketotic  coma,MG061A,Hyperosmolar Non-Ketotic  coma,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
151,MG,"General Medicine, Pediatric  Medical Management",MG062,Accelerated hypertension,MG062A,Accelerated hypertension,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
152,MG,"General Medicine, Pediatric  Medical Management",MG063,Hypertensive emergencies,MG063A,Hypertensive emergencies,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
153,MG,"General Medicine, Pediatric  Medical Management",MG064,Severe anemia,MG064A,Severe anemia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
154,MG,"General Medicine, Pediatric  Medical Management",MG065,Sickle cell Anemia,MG065A,Sickle cell Anemia,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
155,MG,"General Medicine, Pediatric  Medical Management",MG066,Anaphylaxis,MG066A,Anaphylaxis,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
156,MG,"General Medicine, Pediatric  Medical Management",MG067,Heat stroke,MG067A,Heat stroke,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
157,MG,"General Medicine, Pediatric  Medical Management",MG068,Systematic lupus  erythematosus,MG068A,Systematic lupus  erythematosus,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
158,MG,"General Medicine, Pediatric  Medical Management",MG069,Guillian Barre Syndrome,MG069A,Guillian Barre Syndrome,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
159,MG,"General Medicine, Pediatric  Medical Management",MG070,Snake bite,MG070A,Snake bite,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
160,MG,"General Medicine, Pediatric  Medical Management",MG071,Poisoning,MG071A,Acute organophosphorus  poisoning,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
161,MG,"General Medicine, Pediatric  Medical Management",MG071,Poisoning,MG071B,Other poisonings,"1,800",Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500,NA,Routine Ward - 1800 HDU - 2700 ICU (without Ventilator) - 3600 ICU (with Ventilator) - 4500
162,MG,General Medicine,MG072,Haemodialysis / Peritoneal  Dialysis,MG072A,Haemodialysis,"1,500",NA,NA,"1,500"
163,MG,General Medicine,MG072,Haemodialysis / Peritoneal  Dialysis,MG072B,Peritoneal Dialysis,"1,500",NA,NA,"1,500"
164,MG,"General Medicine, Pediatric  Medical Management",MG073,Plasmapheresis,MG073A,Plasmapheresis,"2,000",NA,NA,"2,000"
165,MG,"General Medicine, Pediatric  Medical Management",MG074,Blood transfusion,MG074A,Whole Blood transfusion,"2,000",NA,NA,"2,000"
166,MG,"General Medicine, Pediatric  Medical Management",MG074,Blood transfusion,MG074B,"Blood component including  platelet transfusion (RDP, PC,  SDP)","2,000",NA,NA,"2,000"
167,MG,"General Medicine, Pediatric  Medical Management,  Cardiology",MG075,"High end radiological  diagnostic  (CT, MRI, Imaging including  nuclear imaging)",MG075A,"High end radiological  diagnostic  (CT, MRI, Imaging including  nuclear imaging)","5,000",NA,NA,"5,000"
168,MG,"General Medicine, Pediatric  Medical Management,  Cardiology",MG076,High end histopathology  (Biopsies) and advanced  serology investigations,MG076A,High end histopathology  (Biopsies) and advanced  serology investigations,"5,000",NA,NA,"5,000"
169,MG,General Medicine,MG077,CRRTCVVHDF,MG077A,Initiation cost for disposable,"35,000",TBF,TBF,TBF
170,MG,General Medicine,MG078,Alcoholic Liver Disease,MG078A,Alcoholic Liver Disease,-,TBF,TBF,TBF
171,MG,General Medicine,MG079,Peripheral Arterial Thrombosis,MG079A,Peripheral Arterial Thrombosis,-,TBF,TBF,TBF
172,MG,General Medicine,MG081,IHD / CAD / Arrhythmia,MG081A,Arrhythmia,-,TBF,TBF,TBF
173,MG,General Medicine,MG081,IHD / CAD / Arrhythmia,MG081B,CAD,-,TBF,TBF,TBF
174,MM,Mental Disorders,MM001,Mental Retardation,MM001A,Mental Retardation,"1,500",Routine Ward - 1500 HDU - 2500,NA,Routine Ward - 1500 HDU - 2500
175,MM,Mental Disorders,MM002,"Mental disorders - Organic,  including symptomatic",MM002A,"Mental disorders - Organic,  including symptomatic","1,500",Routine Ward - 1500 HDU - 2500,NA,Routine Ward - 1500 HDU - 2500
