,Sentences,Filename
161,"If either party is not satisfied with DGRC decision, then they can appeal to SGRC within 30 days • SGRC shall have 30 days to resolve the grievance •",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
162,"If either party is not satisfied with SGRC order, they shall approach the SAA within 30 days of the SGRC order.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
163,8 Health Care Provider Insurer/ISA/ D istrict Empanelment • Demanding money for empanelment • Not empaneled despite meeting all the criteria SGRC 30 days of receipt of grievance • SGRC shall have 30 days to resolve the grievance •,OM-Grievance-Redressal-Guideline-Dec-2021.pdf
164,"If either party is not satisfied with • SGRC order, they shall approach GRIEVANCE REDRESSAL SYSTEM 25 Committee (DEC) • SAA within 30 days of the SGRC order.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
165,9 Health Care Provider State Empanelment Committee • Empanelment/ Suspension/ De- empanelment SGRC 30 days of receipt of grievance • SGRC shall have 30 days to resolve the grievance •,OM-Grievance-Redressal-Guideline-Dec-2021.pdf
166,"If either party is not satisfied with the SGRC order, they shall approach the SAA within 30 days of the SGRC order.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
167,"10 Insurance Company / ISA / TPA SHA • Premium not received within time prescribed • Fees for Service not paid as per the MOU • AB PM-JAY Beneficiary Database not updated SGRC 30 days of receipt of grievance • If either party is not satisfied with SGRC order, they shall approach the SAA within 30 days of the SGRC order.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
168,"If either party is not satisfied with SAA order, they shall approach NGRC within 30 days of the SAA order.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
169,GRIEVANCE REDRESSAL SYSTEM 26 12 Common Service Centre-VLE IC/ISA/SHA • Non-Approval of Beneficiary Registration despite all records provided • Not Providing Technical Support • Demanding Money for approval of Ayushman card SGNO / SGRC 15 days of receipt of grievance for SGNO 30 days of receipt of grievance for SGRC • SGRC shall have 30 days to resolve the grievance •,OM-Grievance-Redressal-Guideline-Dec-2021.pdf
170,"If either party is not satisfied with SGRC order, they shall approach SAA within 30 days of the SGRC order.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
171,"GRIEVANCE REDRESSAL SYSTEM 27 Annexure 2 DEFINITIONS AB PM-JAY Beneficiary refers to all beneficiaries entitled to receive benefits under AB PM- JAY Action Taking Authority or the ATA Any authority, which may include an individual or an organization, that has the mandate and the responsibility under AB PM-JAY to take action on the subject matter of the grievance filed by any aggrieved party Appellate Authority shall mean the State Grievance redressal Committee (SGRC) or State Appellate Authority (SAA) or National Grievance Redressal Committee (NGRC) as the case may be that has the authority to accept, hear and adjudicate on appeals against the relevant GRC orders Central Grievance Redressal Management System or the CGRMS refers to system set by the National Health Agency for registering, processing, managing, and monitoring redressing all grievances under the AB PM-JAY Direct Channel refers to the mode of grievance redressal where the concerned District Grievance Nodal Officer (DGNO) or the State Grievance Nodal Officer (SGNO) redresses the grievance by directly getting in touch with the concerned stakeholders and / or the Action Taking authority (ATA) without having to route the matter through one of the Grievance Redressal Committees (GRC) Empaneled Health Care Provider refers to all public or private health care providers that have been empaneled by any State Health Agency (SHA) in the country or by any Insurance Company on behalf of a SHA for providing cashless hospitalization benefits under the AB PM-JAY GRC Channel refers to the mode of grievance redressal where the grievance is redressed by one of the Grievance Redressal Committees (GRC) set up under the AB PM-JAY GRIEVANCE REDRESSAL SYSTEM 28 Grievance: A Grievance/complaint refers to any communication that expresses dissatisfaction about an action or lack of action, about unfair/wrongful treatment, about the standard of service/deficiency of service that may violate any norms, provisions or guidelines laid down for AB PM-JAY or asks for remedial action.",OM-Grievance-Redressal-Guideline-Dec-2021.pdf
172,2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label BM Burns Management BM001 Thermal burns BM001A % Total Body Surface Area Burns (TBSA) - any % (not requiring admission).,Sheet-1-J.pdf
173,"Needs at least 5-6 dressing 7,000 NA NA 7,000 Regular Procedure BM Burns Management BM001 Thermal burns BM001B %",Sheet-1-J.pdf
174,"40,000 NA NA 40,000 Regular Procedure BM Burns Management BM001 Thermal burns BM001C % Total Body Surface Area Burns (TBSA): 40% - 60 %; Includes % TBSA skin grafted, flap cover, follow- up dressings etc.",Sheet-1-J.pdf
175,"50,000 NA NA 50,000 Regular Procedure BM Burns Management BM001 Thermal burns BM001D %",Sheet-1-J.pdf
176,"80,000 NA NA 80,000 Regular Procedure BM Burns Management BM002 Scald burns BM002A % Total Body Surface Area Burns (TBSA) - any % (not requiring admission).",Sheet-1-J.pdf
177,"Needs at least 5-6 dressing 7,000 NA NA 7,000 Regular Procedure BM Burns Management BM002 Scald burns BM002B %",Sheet-1-J.pdf
178,"40,000 NA NA 40,000 Regular Procedure BM Burns Management BM002 Scald burns BM002C %",Sheet-1-J.pdf
179,"50,000 NA NA 50,000 Regular Procedure BM Burns Management BM002 Scald burns BM002D %",Sheet-1-J.pdf
180,"80,000 NA NA 80,000 Regular Procedure BM Burns Management BM003 Flame burns BM003A",Sheet-1-J.pdf
181,"Needs at least 5-6 dressing 7,000 NA NA 7,000 Regular Procedure BM Burns Management BM003 Flame burns BM003B %",Sheet-1-J.pdf
182,"40,000 NA NA 40,000 Regular Procedure BM Burns Management BM003 Flame burns BM003C % Total Body Surface Area Burns (TBSA): 40 % - 60 %; Includes % TBSA skin grafted, flap cover, follow- up dressings etc.",Sheet-1-J.pdf
183,"50,000 NA NA 50,000 Regular Procedure BM Burns Management BM003 Flame burns BM003D % Total Body Surface Area Burns (TBSA): > 60 %; Includes % TBSA skin grafted, flap cover, follow-up dressings etc.",Sheet-1-J.pdf
184,"80,000 NA NA 80,000 Regular Procedure Page 1 2431659/2021/555444 337 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label BM Burns Management BM004 Electrical contact burns BM004A Electrical contact burns: Low voltage - without part of limb / limb loss; Includes % TBSA skin grafted, flap cover, follow-up dressings etc.",Sheet-1-J.pdf
185,"30,000 NA NA 30,000 Regular Procedure BM Burns Management BM004 Electrical contact burns BM004B Electrical contact burns: Low voltage - with part of limb / limb loss; Includes % TBSA skin grafted, flap cover, follow-up dressings etc.",Sheet-1-J.pdf
186,"40,000 NA NA 40,000 Regular Procedure BM Burns Management BM004 Electrical contact burns BM004C Electrical contact burns: High voltage - with part of limb / limb loss; Includes % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary; Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.",Sheet-1-J.pdf
187,"60,000 NA NA 60,000 Regular Procedure BM Burns Management BM004 Electrical contact burns BM004D Electrical contact burns: High voltage - without part of limb / limb loss; Includes % TBSA skin grafted, flap cover, follow-up dressings etc.",Sheet-1-J.pdf
188,"50,000 NA NA 50,000 Regular Procedure BM Burns Management BM005 Chemical burns BM005A Chemical burns: Without significant facial scarring and/or loss of function; Includes % TBSA skin grafted, flap cover, follow-up dressings etc.",Sheet-1-J.pdf
189,"40,000 NA NA 40,000 Regular Procedure BM Burns Management BM005 Chemical burns BM005B Chemical burns: With significant facial scarring and/or loss of function; Includes % TBSA skin grafted, flap cover, follow-up dressings etc.",Sheet-1-J.pdf
190,"60,000 NA NA 60,000 Regular Procedure BM Burns Management BM006 Post Burn Contracture surgeries for Functional Improvement BM006A Post Burn Contracture surgeries for Functional Improvement (Package including splints, pressure garments, silicone - gel sheet and physiotherapy):",Sheet-1-J.pdf
191,"50,000 NA NA 50,000 Regular Procedure BM Burns Management BM006 Post Burn Contracture surgeries for Functional Improvement BM006B",Sheet-1-J.pdf
192,"50,000 NA NA 50,000 Regular Procedure ER Emergency ER001 Laceration - Suturing / Dressing ER001A Laceration - Suturing / Dressing 2,000 NA NA 2,000 Regular Procedure ER",Sheet-1-J.pdf
193,"Emergency ER002 Cardiopulmonary emergency ER002A Emergency with stable cardiopulmonary status 2,000 NA NA 2,000 Regular Procedure ER",Sheet-1-J.pdf
194,"Emergency ER002 Cardiopulmonary emergency ER002B Emergency with unstable cardiopulmonary status with resuccitation 10,000 NA NA 10,000 Regular Procedure ER",Sheet-1-J.pdf
195,"Emergency ER003 Animal bites (Excluding Snake Bite) ER003A Animal bites (Excluding Snake Bite) 1,700 NA NA 1,700 Regular Procedure Page 2 2431659/2021/555444 338 2.1 Specialty Code HBP 2.0 Specialty Package Code HBP 2.1 AB PM - JAY Package Name Procedure Code AB PM - JAY Procedure Name Procedure Price Stratification Implant Total Package Price Procedure Label ID Infectious Diseases ID001 Laboratory Tests for COVID-19 Infection (PCR) (Reimbursement level for this package will be as per the ICMR guidelines, issued from time to time)",Sheet-1-J.pdf
196,1500,Sheet-1-J.pdf
197,"NA NA 1,500 Add - On Procedure ID Infectious Diseases ID001 Laboratory Tests for COVID-19 Infection (PCR) (Reimbursement level for this package will be as per the ICMR guidelines, issued from time to time)",Sheet-1-J.pdf
198,"ID001B Laboratory Tests for COVID-19 Infection (PCR) (Reimbursement level for this package will be as per the ICMR guidelines, issued from time to time) 3000",Sheet-1-J.pdf
199,"NA NA 3,000 Add - On Procedure ID Infectious Diseases ID003 Treatment of COVID-19 Infection ID003A Treatment of COVID-19 Infection 2,100 Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 NA Routine Ward - 2100 HDU - 3300 ICU (without Ventilator) - 8500 ICU (with Ventilator) - 9000 Regular Procedure IN Interventional Neuroradiology IN001 Dural AVMs / AVFs IN001A Dural AVMs (per sitting) with glue 70,000 NA NA 70,000 Regular Procedure IN Interventional Neuroradiology IN001 Dural AVMs / AVFs IN001B Dural AVFs (per sitting) with glue 70,000 NA NA 70,000 Regular Procedure IN Interventional Neuroradiology IN001 Dural AVMs / AVFs IN001C Dural AVMs (per sitting) with onyx 150,000 NA NA 150,000 Regular Procedure IN Interventional Neuroradiology IN001 Dural AVMs / AVFs IN001D Dural AVFs (per sitting) with onyx 150,000 NA NA 150,000 Regular Procedure IN Interventional Neuroradiology IN002 Cerebral & Spinal AVM embolization - Using Histoacryl (per sitting)",Sheet-1-J.pdf
200,"Cerebral AVM embolization - Using Histoacryl (per sitting) 100,000 NA NA 100,000 Regular Procedure IN Interventional Neuroradiology IN002 Cerebral & Spinal AVM embolization - Using Histoacryl (per sitting)",Sheet-1-J.pdf
201,"Spinal AVM embolization - Using Histoacryl (per sitting) 100,000 NA NA 100,000 Regular Procedure IN Interventional Neuroradiology IN003 Coil embolization for aneurysms (includes cost of first 3 coils + balloon and / or stent if used)",Sheet-1-J.pdf
202,"IN003A Coil embolization for aneurysms (includes cost of first 3 coils + balloon and / or stent if used) 100,000 NA 408,000 100000 - 500000 Regular Procedure IN Interventional Neuroradiology IN004 Carotico-cavernous Fistula (CCF) embolization IN004A Carotico-cavernous Fistula (CCF) embolization with coils.",Sheet-1-J.pdf
203,"[includes 5 coils, guide catheter, micro-catheter, micro-guidewire, general items] 30,000 NA 120,000 150,000 Regular Procedure IN Interventional Neuroradiology IN004 Carotico-cavernous Fistula (CCF) embolization IN004B",Sheet-1-J.pdf
204,"Carotid-cavernous Fistula (CCF) embolization with balloon (includes one balloon, guide catheter, micro-catheter, micro- guidewire, general items) 64,000 NA 11,000 75,000 Regular Procedure IN Interventional Neuroradiology IN005 Pre-operative tumour embolization (per session) IN005A Pre-operative tumour embolization (per session)",Sheet-1-J.pdf
205,"40,000 NA NA 40,000 Regular Procedure IN Interventional Neuroradiology IN006 Intracranial balloon angioplasty with stenting IN006A",Sheet-1-J.pdf
206,"Intracranial balloon angioplasty with stenting 160,000 NA NA 160,000 Regular Procedure IN Interventional Neuroradiology IN007 Intracranial thrombolysis / clot retrieval IN007A",Sheet-1-J.pdf
